Step,I/O Time,I/O Time,I/O Time
,mean,min,max
RebinningStep,4.305638468265533,3.82753849029541,5.319883823394775
CalibrationStep,0.0,0.0,0.0
SubtractionStep,0.0,0.0,0.0
ApplyCalibrationStep,2.6433249274889628,2.2834677696228027,3.0893754959106445
Imaging,0.33997201919555664,0.33997201919555664,0.33997201919555664
